,mergy.workerid,mergy.assignmentid,mergy.bonus
0,A16YBLP6VWRACN,38SKSKU7R1XVJ7XCKDT55GNXB54ILJ,1.5
1,A21D9YDJU8K2QI,3P4RDNWND56POH9CHSHSP1A57GZIJH,1.5
2,A2VFEDAK5C1E1O,33CUSNVVNNC7FU1GH28ANM7DO9088F,0.5
3,A1ROEDVMTO9Y3X,3CP1TO84PT1D6XGP3NS61BKJ0J7527,1.5
4,A272X64FOZFYLB,3PIWWX1FJJ6LJSTIZA2S12P5KVZJJ5,1.5
5,AHKYVHP6591H8,3WQQ9FUS6AUQHSZNKESKEOXEWFX8BQ,1.5
